Subject Number,Stimulus Feature,Congruency,Key Press,Reaction Time,Accuracy
11,3,1,1,0.71324,1
11,4,1,2,0.57409,1
11,2,1,1,0.62198,0
11,4,1,2,0.9218,1
11,2,1,2,0.7348,1
11,4,1,2,0.66252,1
11,4,1,2,0.57339,1
11,3,1,1,0.61034,1
11,4,1,2,0.47514,1
11,1,1,1,1.0798,1
11,2,1,2,0.59571,1
11,3,1,1,0.75155,1
11,3,1,1,0.6454,1
11,3,1,1,0.51536,1
11,3,1,1,0.49811,1
11,4,1,2,0.54796,1
11,4,1,2,0.50275,1
11,3,1,1,0.51656,1
11,1,1,1,0.56541,1
11,1,1,1,0.52429,1
11,1,1,1,0.49719,1
11,1,1,1,0.50503,1
11,2,1,2,0.77678,1
11,1,1,1,0.58269,1
11,3,1,1,0.72853,1
11,1,1,1,0.46239,1
11,3,1,1,0.67835,1
11,4,1,2,0.76819,1
11,3,1,1,0.61307,1
11,2,1,2,0.62796,1
11,2,1,2,0.52966,1
11,3,1,1,0.58058,1
11,2,1,2,0.85422,1
11,3,1,1,1.0223,1
11,2,1,2,0.79914,1
11,1,1,1,0.54213,1
11,3,1,1,0.59087,1
11,1,1,1,0.56348,1
11,2,1,2,0.51853,1
11,3,1,1,0.70742,1
11,2,1,2,0.43731,1
11,1,1,1,0.50515,1
11,3,1,1,0.61612,1
11,1,1,1,0.49092,1
11,4,1,2,0.47887,1
11,4,1,2,0.52557,1
11,3,1,1,1.1105,1
11,4,1,2,0.75044,1
11,3,1,1,0.73421,1
11,3,1,1,0.71703,1
11,2,1,2,0.58002,1
11,3,1,1,0.62884,1
11,2,1,2,1.0746,1
11,2,1,2,0.56148,1
11,4,1,2,0.69634,1
11,4,1,2,0.76227,1
11,4,1,2,0.61412,1
11,2,1,2,2.0679,1
11,2,1,2,0.49072,1
11,1,1,1,0.52454,1
11,4,1,2,0.77644,1
11,3,1,1,0.64616,1
11,1,1,1,0.60297,1
11,1,1,1,0.66584,1
11,4,1,2,0.55271,1
11,1,1,1,0.70867,1
11,1,1,1,0.65318,1
11,3,1,1,0.64209,1
11,3,1,1,0.611,1
11,4,1,2,0.53586,1
11,3,1,1,0.49085,1
11,4,1,2,0.64463,1
11,1,1,1,0.54548,1
11,1,1,1,0.49946,1
11,1,1,1,0.47929,1
11,2,1,2,0.61414,1
11,4,1,2,0.72689,1
11,4,1,2,0.50171,1
11,1,1,1,0.59365,1
11,1,1,1,0.46954,1
11,4,1,2,0.66834,1
11,2,1,1,0.51131,0
11,2,1,2,0.77813,1
11,2,1,2,0.53884,1
11,2,1,2,0.74718,1
11,4,1,2,0.76451,1
11,2,1,2,1.3264,1
11,4,1,2,0.9452,1
11,4,1,2,0.83498,1
11,3,1,1,0.64572,1
11,1,1,1,0.73925,1
11,4,1,2,0.50617,1
11,1,1,2,0.54105,0
11,2,1,2,0.77576,1
11,3,1,1,0.74248,1
11,2,1,2,0.66247,1
11,3,1,1,0.63521,1
11,3,1,1,0.66108,1
11,3,1,1,0.70601,1
11,3,1,1,0.56291,1
11,3,1,1,0.52666,1
11,2,1,2,0.55059,1
11,3,1,1,0.66048,1
11,3,1,1,0.62725,1
11,2,1,2,0.77008,1
11,4,1,2,0.67906,1
11,4,1,2,0.50782,1
11,4,1,2,0.63347,1
11,1,1,1,0.72821,1
11,4,1,2,0.86831,1
11,1,1,2,0.55218,0
11,1,1,1,0.96607,1
11,4,1,2,0.6048,1
11,4,1,2,0.60866,1
11,1,1,1,0.52852,1
11,4,1,2,0.69545,1
11,1,1,1,1.2082,1
11,4,1,2,0.63494,1
11,2,1,2,0.81298,1
11,2,1,2,0.75879,1
11,2,1,2,0.7786,1
11,2,1,2,0.53656,1
11,4,1,2,0.76537,1
11,4,1,2,0.70024,1
11,4,1,2,0.53909,1
11,3,1,1,0.60193,1
11,1,1,1,0.78967,1
11,2,1,2,0.54253,1
11,3,1,1,0.76022,1
11,4,1,2,0.51627,1
11,1,1,1,1.0162,1
11,2,1,2,0.45705,1
11,1,1,1,0.67078,1
11,1,1,1,0.50672,1
11,4,1,2,0.53264,1
11,3,1,1,0.76741,1
11,1,1,1,1.7723,1
11,2,1,2,0.70105,1
11,4,1,2,0.81704,1
11,3,1,1,0.90277,1
11,1,1,2,1.1985,0
11,1,1,1,0.61748,1
11,4,1,2,0.66726,1
11,3,1,1,0.65529,1
11,3,1,1,0.64997,1
11,2,1,2,0.46184,1
11,1,1,1,0.67175,1
11,1,1,1,0.82359,1
11,2,1,2,0.53149,1
11,3,1,1,0.63628,1
11,4,1,2,0.53126,1
11,3,1,1,0.58002,1
11,2,1,2,0.51795,1
11,2,1,2,0.53682,1
11,2,1,2,1.9387,1
11,2,1,2,0.54153,1
11,4,1,2,0.76726,1
11,1,1,1,0.50713,1
11,1,1,1,0.5832,1
11,1,1,1,0.40104,1
11,2,1,2,0.4898,1
11,3,1,2,0.44883,0
11,4,1,2,0.60658,1
11,2,1,2,0.55335,1
11,3,1,1,0.66126,1
11,1,1,2,0.5361,0
11,1,1,1,0.94887,1
11,1,1,1,0.65956,1
11,1,1,1,0.51753,1
11,2,1,2,0.59721,1
11,1,1,1,0.63219,1
11,4,1,2,0.58996,1
11,3,1,1,0.52372,1
11,4,1,2,0.66965,1
11,2,1,2,0.60352,1
11,1,1,1,0.5134,1
11,3,1,1,0.6892,1
11,4,1,2,0.57205,1
11,3,1,1,0.44291,1
11,1,1,1,0.56779,1
11,2,1,2,0.67252,1
11,2,1,2,0.45148,1
11,4,1,2,0.68335,1
11,3,1,1,0.6243,1
11,3,1,1,0.68312,1
11,3,1,1,0.61698,1
11,4,1,2,0.65886,1
11,2,1,2,1.1917,1
11,1,1,1,0.54453,1
11,3,1,1,0.7285,1
11,1,1,1,0.53827,1
11,4,1,2,0.65317,1
11,2,1,1,0.68283,0
11,4,1,2,0.79088,1
11,3,1,2,0.47275,0
11,1,1,1,1.0145,1
11,1,1,1,0.56043,1
11,1,1,1,0.48127,1
11,4,1,2,0.71519,1
11,1,1,1,0.75014,1
11,1,1,1,0.58677,1
11,1,1,1,0.4838,1
11,4,1,2,0.58758,1
11,4,1,2,1.7784,1
11,3,1,1,0.62832,1
11,2,1,2,0.93419,1
11,3,1,1,0.71491,1
11,1,1,1,0.77971,1
11,4,1,2,0.45352,1
11,3,1,1,0.6404,1
11,3,1,1,0.48322,1
11,1,1,2,0.53724,0
11,4,1,2,0.66292,1
11,2,1,1,0.71972,0
11,1,1,1,0.87162,1
11,2,1,2,0.64743,1
11,4,1,2,0.61217,1
11,2,1,2,0.61608,1
11,3,1,1,0.71505,1
11,2,1,2,0.68685,1
11,2,1,2,0.49767,1
11,4,1,2,0.72859,1
11,2,1,2,0.42453,1
11,4,1,2,0.65434,1
11,2,1,2,0.46319,1
11,4,1,2,0.60409,1
11,3,1,1,0.66603,1
11,4,1,2,0.54681,1
11,2,1,2,1.0246,1
11,3,1,1,0.69359,1
11,2,1,2,0.64139,1
11,3,1,1,0.75704,1
11,4,1,2,0.70987,1
11,1,1,1,0.54813,1
11,1,1,1,0.48103,1
11,1,1,1,0.41087,1
11,4,1,2,0.64664,1
11,3,1,1,0.58357,1
11,2,1,2,0.76028,1
11,2,1,2,0.63101,1
11,1,1,1,0.77067,1
11,3,1,1,0.72264,1
11,2,1,2,1.2754,1
11,1,1,1,0.54325,1
11,1,1,1,0.52005,1
11,3,1,1,0.71102,1
11,4,1,2,0.76393,1
11,3,1,1,0.85771,1
11,2,1,2,0.6845,1
11,2,1,2,0.65644,1
11,1,1,1,1.4985,1
11,2,1,2,0.59607,1
11,4,1,2,0.68195,1
11,4,1,2,0.71186,1
11,4,1,2,0.57965,1
11,3,1,1,0.68552,1
11,4,1,2,0.64337,1
11,2,1,2,0.87533,1
11,3,1,1,0.73113,1
11,4,1,2,0.53502,1
11,3,1,1,0.82353,1
11,4,1,2,0.72559,1
11,4,1,2,0.48941,1
11,3,1,1,0.67639,1
11,1,1,1,0.83608,1
11,4,1,2,0.45499,1
11,2,1,2,0.94394,1
11,3,1,1,0.6267,1
11,4,1,2,0.52564,1
11,2,1,2,1.2245,1
11,3,1,1,0.56037,1
11,3,1,1,0.65821,1
11,4,1,2,0.54405,1
11,3,1,1,0.73894,1
11,2,1,2,0.88574,1
11,4,1,2,0.58555,1
11,1,1,1,0.53047,1
11,1,1,1,0.45902,1
11,4,1,2,0.55598,1
11,2,1,1,0.44378,0
11,4,1,2,0.62953,1
11,3,1,1,0.57334,1
11,1,1,1,0.77723,1
11,2,1,2,0.801,1
11,2,1,2,0.52295,1
11,1,1,1,0.5708,1
11,1,1,1,0.51771,1
11,2,1,2,0.5215,1
11,2,1,2,0.62729,1
11,3,1,1,0.70215,1
11,2,1,2,0.7581,1
11,2,1,2,0.53482,1
11,2,1,2,0.58656,1
11,4,1,2,0.42744,1
11,1,1,1,0.61537,1
11,1,1,1,0.48922,1
11,1,1,1,0.42408,1
11,1,1,1,0.46192,1
11,4,1,2,0.57173,1
11,2,1,2,1.1026,1
11,1,1,1,0.46029,1
11,3,1,1,0.71408,1
11,4,1,2,0.47693,1
11,3,1,1,0.53289,1
11,4,1,2,0.5047,1
11,4,1,2,0.67361,1
11,1,1,1,0.65541,1
11,3,1,1,0.5002,1
11,2,1,2,0.4992,1
11,2,1,2,0.53709,1
11,3,1,1,0.65986,1
11,4,1,2,0.44379,1
11,4,1,2,0.65446,1
11,1,1,1,0.59746,1
11,3,1,1,0.70827,1
11,2,1,2,0.49015,1
11,1,1,1,0.52699,1
11,3,1,1,0.61993,1
11,1,1,1,0.56673,1
11,3,1,1,0.62664,1
11,3,1,1,0.57245,1
11,3,1,1,0.47747,1
11,3,1,1,0.5363,1
11,2,1,2,0.57003,1
11,1,1,1,0.52405,1
11,2,1,2,0.59681,1
11,3,1,1,0.61145,1
11,4,1,2,0.55952,1
11,2,1,2,0.56527,1
11,4,1,2,0.60011,1
11,3,1,1,0.56798,1
11,1,1,1,0.61975,1
11,4,1,2,0.48156,1
11,2,1,2,0.82037,1
11,2,1,2,0.43927,1
11,1,1,1,0.52097,1
11,1,1,1,0.44708,1
11,3,1,2,0.42423,0
11,3,1,1,0.73387,1
11,4,1,2,0.52562,1
11,1,1,1,0.6856,1
11,2,1,2,0.9943,1
11,1,1,1,0.70821,1
11,2,1,2,0.67707,1
11,1,1,1,0.61195,1
11,1,1,1,0.49574,1
11,4,1,2,0.64465,1
11,3,1,1,0.64853,1
11,2,1,2,0.63838,1
11,1,1,1,0.62529,1
11,1,1,1,0.52208,1
11,2,1,2,1.1578,1
11,3,1,1,0.63658,1
11,2,1,2,1.2735,1
11,3,1,1,0.54317,1
11,3,1,1,0.65496,1
11,1,1,2,0.59384,0
11,4,1,2,0.69879,1
11,4,1,2,0.54069,1
11,4,1,2,0.60855,1
11,2,1,2,1.3142,1
11,2,1,2,0.5921,1
11,4,1,2,0.71671,1
11,4,1,2,0.64357,1
11,3,1,1,0.62339,1
11,2,1,2,0.74406,1
11,2,1,2,0.48312,1
11,4,1,2,0.842,1
11,3,1,1,0.6388,1
11,3,1,1,0.73376,1
11,3,1,1,0.64127,1
11,2,1,2,1.3422,1
11,2,1,2,0.74385,1
11,1,1,1,0.64179,1
11,3,2,1,0.81904,1
11,4,2,2,0.79532,1
11,3,2,1,0.7093,1
11,1,2,2,0.66697,1
11,3,2,1,0.73774,1
11,3,2,1,0.53767,1
11,2,2,1,1.1485,1
11,2,2,1,0.56021,1
11,1,2,2,0.49409,1
11,1,2,2,0.7949,1
11,3,2,1,0.53569,1
11,1,2,2,0.7335,1
11,4,2,2,0.6174,1
11,4,2,2,0.67523,1
11,3,2,1,0.71911,1
11,4,2,2,0.56706,1
11,3,2,1,0.56069,1
11,1,2,2,1.4745,1
11,3,2,1,0.67732,1
11,2,2,1,0.99914,1
11,4,2,2,0.64009,1
11,3,2,1,0.64487,1
11,1,2,2,1.0376,1
11,2,2,1,0.70453,1
11,2,2,1,0.78537,1
11,3,2,1,0.74622,1
11,4,2,2,0.65112,1
11,2,2,1,0.73797,1
11,1,2,2,2.0658,1
11,2,2,1,0.6997,1
11,2,2,1,0.58655,1
11,2,2,1,0.59327,1
11,2,2,1,0.84833,1
11,3,2,1,0.62407,1
11,3,2,1,0.65204,1
11,4,2,2,0.7098,1
11,3,2,1,0.65161,1
11,3,2,1,0.5555,1
11,3,2,1,0.55142,1
11,1,2,2,1.0672,1
11,3,2,1,0.63413,1
11,4,2,2,0.701,1
11,3,2,1,0.58072,1
11,4,2,2,0.73161,1
11,3,2,1,0.53648,1
11,2,2,1,0.90439,1
11,4,2,2,0.64417,1
11,2,2,1,1.4651,1
11,1,2,2,0.57062,1
11,1,2,2,0.49438,1
11,1,2,2,0.62622,1
11,2,2,1,0.57317,1
11,3,2,1,0.63502,1
11,2,2,1,0.72472,1
11,2,2,1,0.44452,1
11,4,2,2,0.57169,1
11,4,2,2,0.53849,1
11,4,2,2,0.53115,1
11,2,2,1,1.0222,1
11,3,2,1,0.64809,1
11,2,2,1,0.81977,1
11,4,2,2,0.62268,1
11,2,2,1,0.99145,1
11,4,2,2,0.54721,1
11,1,2,2,0.79616,1
11,1,2,2,0.56705,1
11,1,2,2,0.58198,1
11,1,2,2,0.48986,1
11,3,2,1,0.63953,1
11,2,2,1,0.66946,1
11,1,2,2,0.57633,1
11,2,2,1,0.47515,1
11,1,2,2,0.56709,1
11,3,2,1,0.576,1
11,1,2,1,0.49786,0
11,3,2,1,0.67748,1
11,4,2,2,0.65611,1
11,2,2,1,1.1993,1
11,4,2,2,0.569,1
11,2,2,1,1.1561,1
11,1,2,2,0.53184,1
11,3,2,1,0.59561,1
11,1,2,2,0.99249,1
11,2,2,1,0.74327,1
11,2,2,1,0.53718,1
11,2,2,1,0.50198,1
11,2,2,1,0.49088,1
11,2,2,1,0.48276,1
11,1,2,2,0.51269,1
11,2,2,1,0.56854,1
11,4,2,2,0.66249,1
11,3,2,1,0.65836,1
11,1,2,2,0.59115,1
11,1,2,2,0.57498,1
11,4,2,2,0.65003,1
11,3,2,1,0.58669,1
11,4,2,2,0.56269,1
11,4,2,2,0.63249,1
11,4,2,2,0.58536,1
11,1,2,2,1.1523,1
11,3,2,1,0.61112,1
11,4,2,2,0.58696,1
11,2,2,1,0.7168,1
11,4,2,2,0.57661,1
11,3,2,1,0.61048,1
11,1,2,2,0.71828,1
11,4,2,2,0.60424,1
11,2,2,1,1.136,1
11,4,2,2,0.61887,1
11,1,2,2,0.78968,1
11,2,2,1,0.52345,1
11,4,2,2,0.74325,1
11,3,2,1,0.68004,1
11,4,2,2,0.61089,1
11,2,2,1,0.60782,1
11,3,2,1,0.61074,1
11,1,2,2,1.1735,1
11,2,2,1,0.69441,1
11,3,2,1,0.6492,1
11,3,2,1,0.4881,1
11,4,2,2,0.57795,1
11,2,2,1,1.1178,1
11,4,2,2,0.78853,1
11,1,2,2,1.2093,1
11,1,2,2,0.96313,1
11,1,2,2,0.49694,1
11,3,2,1,0.64687,1
11,3,2,1,0.66669,1
11,1,2,2,0.88558,1
11,4,2,2,0.59042,1
11,1,2,2,1.0331,1
11,3,2,1,0.71592,1
11,4,2,2,0.58884,1
11,1,2,2,0.82266,1
11,1,2,2,0.63259,1
11,3,2,1,1.3074,1
11,3,2,1,0.54023,1
11,1,2,2,0.68903,1
11,4,2,2,0.58388,1
11,1,2,2,0.61081,1
11,2,2,1,0.63667,1
11,3,2,1,0.62051,1
11,2,2,1,0.47833,1
11,2,2,1,0.50627,1
11,4,2,2,0.47813,1
11,2,2,1,0.62198,1
11,2,2,1,0.58486,1
11,1,2,2,0.56572,1
11,1,2,2,0.67091,1
11,2,2,1,1.0866,1
11,4,2,2,0.61127,1
11,3,2,1,0.53421,1
11,1,2,2,0.60407,1
11,4,2,2,0.46284,1
11,4,2,2,0.49091,1
11,1,2,2,0.5575,1
11,4,2,2,0.53355,1
11,1,2,2,0.53837,1
11,3,2,1,0.46612,1
11,4,2,2,0.51283,1
11,4,2,2,0.62879,1
11,4,2,2,0.48956,1
11,1,2,2,0.93345,1
11,3,2,1,0.66936,1
11,1,2,2,1.0832,1
11,2,2,1,0.62512,1
11,2,2,1,0.59493,1
11,3,2,1,0.57582,1
11,1,2,2,0.52664,1
11,3,2,1,0.50935,1
11,3,2,1,0.48229,1
11,1,2,2,0.83009,1
11,1,2,2,0.50095,1
11,1,2,2,0.41774,1
11,3,2,1,0.73673,1
11,2,2,2,0.66049,0
11,3,2,1,0.52814,1
11,3,2,1,0.47502,1
11,2,2,1,0.70549,1
11,3,2,1,0.59654,1
11,2,2,1,0.8095,1
11,2,2,1,0.55616,1
11,3,2,1,0.59716,1
11,1,2,2,0.672,1
11,1,2,2,0.46878,1
11,4,2,2,0.58065,1
11,3,2,1,0.58554,1
11,3,2,1,0.57638,1
11,2,2,1,1.1041,1
11,4,2,2,0.60793,1
11,3,2,1,0.54482,1
11,2,2,1,0.84887,1
11,4,2,2,0.60049,1
11,4,2,2,0.68646,1
11,1,2,2,0.97544,1
11,2,2,1,0.85212,1
11,4,2,2,0.59804,1
11,3,2,1,0.56794,1
11,4,2,2,0.60768,1
11,4,2,2,0.51264,1
11,1,2,2,1.3226,1
11,4,2,2,0.55135,1
11,1,2,2,0.54525,1
11,4,2,2,0.52313,1
11,4,2,2,0.52498,1
11,3,2,1,0.61682,1
11,1,2,2,0.6807,1
11,1,2,2,0.57555,1
11,1,2,2,0.41635,1
11,3,2,1,0.73933,1
11,3,2,1,0.75727,1
11,4,2,2,0.48804,1
11,1,2,2,0.51988,1
11,1,2,2,0.40672,1
11,3,2,1,0.65839,1
11,3,2,1,0.62134,1
11,2,2,1,0.684,1
11,2,2,1,0.50704,1
11,2,2,1,0.77196,1
11,1,2,2,0.6288,1
11,2,2,1,0.59464,1
11,1,2,2,1.1393,1
11,1,2,2,0.43236,1
11,4,2,2,0.65614,1
11,2,2,1,0.73107,1
11,4,2,2,0.58796,1
11,2,2,1,3.3298,1
11,2,2,1,0.46451,1
11,4,2,2,0.55719,1
11,3,2,1,0.57489,1
11,2,2,2,0.68075,0
11,2,2,1,0.7686,1
11,2,2,1,0.49654,1
11,4,2,2,0.74937,1
11,4,2,2,0.78627,1
11,3,2,1,0.58913,1
11,1,2,2,0.84702,1
11,1,2,2,0.48771,1
11,2,2,1,0.53662,1
11,4,2,2,0.53253,1
11,2,2,1,0.76245,1
11,3,2,1,0.6372,1
11,1,2,2,0.54904,1
11,2,2,1,0.57384,1
11,1,2,2,1.0575,1
11,4,2,2,0.45307,1
11,3,2,1,0.60603,1
11,2,2,1,0.66193,1
11,3,2,1,0.52084,1
11,3,2,1,0.48657,1
11,1,2,2,2.2735,1
11,3,2,1,0.61128,1
11,4,2,2,0.53913,1
11,1,2,2,0.52977,1
11,1,2,2,0.65565,1
11,1,2,2,0.58161,1
11,2,2,1,0.86839,1
11,2,2,1,0.52821,1
11,3,2,1,0.95812,1
11,2,2,1,0.51679,1
11,4,2,2,0.45062,1
11,4,2,2,0.42592,1
11,2,2,1,0.50433,1
11,4,2,2,0.59933,1
11,1,2,2,0.72896,1
11,2,2,1,0.62096,1
11,1,2,2,0.56077,1
11,3,2,1,0.7066,1
11,4,2,2,0.68053,1
11,3,2,1,0.55348,1
11,1,2,2,0.64344,1
11,4,2,2,0.60916,1
11,2,2,1,1.3271,1
11,3,2,1,0.5719,1
11,3,2,1,0.58165,1
11,2,2,1,0.67562,1
11,4,2,2,0.5525,1
11,2,2,1,1.2863,1
11,3,2,1,0.46822,1
11,4,2,2,0.50802,1
11,1,2,2,0.61701,1
11,3,2,1,0.67175,1
11,1,2,2,0.72756,1
11,1,2,2,0.43547,1
11,2,2,1,0.60637,1
11,3,2,1,0.51818,1
11,2,2,1,0.44706,1
11,4,2,2,0.74593,1
11,2,2,1,0.52483,1
11,4,2,2,0.62871,1
11,4,2,2,0.47858,1
11,4,2,2,0.59908,1
11,4,2,2,0.47803,1
11,1,2,2,0.5498,1
11,4,2,2,0.52269,1
11,4,2,2,0.4706,1
11,2,2,1,0.62243,1
11,1,2,2,0.60623,1
11,3,2,1,0.63274,1
11,3,2,1,0.55655,1
11,1,2,2,0.5753,1
11,3,2,1,0.5102,1
11,4,2,2,0.60415,1
11,2,2,1,0.62806,1
11,4,2,2,0.54885,1
11,2,2,2,0.45464,0
11,3,2,1,0.66953,1
11,1,2,2,0.5402,1
11,1,2,2,0.55009,1
11,4,2,2,0.6429,1
11,3,2,1,0.60464,1
11,1,2,2,0.69265,1
11,4,2,2,0.61038,1
11,1,2,2,0.47725,1
11,2,2,1,0.53216,1
11,4,2,2,0.57308,1
11,3,2,1,0.66584,1
11,3,2,1,0.56286,1
11,1,2,2,0.80962,1
11,3,2,1,0.57839,1
11,2,2,1,0.90419,1
11,1,2,2,0.52314,1
11,1,2,2,0.51499,1
11,3,2,1,0.69873,1
11,3,2,1,0.5136,1
11,2,2,1,0.85546,1
11,2,2,1,0.54636,1
11,4,2,2,0.62314,1
11,4,2,2,0.49806,1
11,1,2,2,0.99292,1
11,4,2,2,0.69177,1
11,3,2,1,0.61263,1
11,4,2,2,0.8316,1
11,3,2,1,0.4844,1
11,2,2,1,0.78128,1
11,2,2,1,0.65009,1
11,1,2,2,0.48801,1
11,3,2,1,0.59257,1
11,3,2,1,0.52176,1
11,1,2,2,1.3926,1
11,2,2,1,0.5801,1
11,1,2,2,0.6491,1
11,2,2,1,0.50901,1
11,3,2,1,0.52188,1
11,4,2,2,0.55178,1
11,2,2,1,0.76125,1
11,2,2,1,0.50646,1
11,2,2,1,0.63221,1
11,1,2,2,0.77807,1
11,3,2,1,0.53204,1
11,3,2,1,0.78395,1
11,2,2,1,0.9637,1
11,3,2,1,0.58758,1
11,2,2,1,0.50235,1
11,1,2,2,0.63281,1
11,3,2,1,0.61075,1
11,3,2,1,0.62544,1
11,4,2,2,0.5574,1
11,3,2,1,0.57027,1
11,2,2,1,0.72703,1
11,4,2,1,0.55068,0
11,2,2,1,4.7178,1
11,4,2,2,0.61332,1
11,1,2,2,1.013,1
11,1,2,2,0.36391,1
11,4,2,2,0.71671,1
11,1,2,2,0.44261,1
11,1,2,2,0.5675,1
11,4,2,2,0.53925,1
11,4,2,2,0.47625,1
11,3,2,1,0.60894,1
11,4,2,2,0.58072,1
11,2,2,1,0.7227,1
11,3,2,1,0.57751,1
11,4,2,2,0.50033,1
11,1,2,2,0.62928,1
11,1,2,2,0.49807,1
11,2,2,1,0.56103,1
11,4,2,2,0.83076,1
11,3,2,1,0.63463,1
11,4,2,2,0.56751,1
11,3,2,1,0.60347,1
11,2,2,1,0.5302,1
11,2,2,1,0.55712,1
11,1,2,2,0.55068,1
11,4,2,2,0.65059,1
11,1,2,2,0.7044,1
11,1,2,2,0.51535,1
11,2,2,1,0.69016,1
11,3,2,1,0.75305,1
11,2,2,1,1.4008,1
11,3,2,1,0.62371,1
11,3,2,1,0.49263,1
11,1,2,2,0.60737,1
11,3,2,1,0.6942,1
11,2,2,1,0.54083,1
11,4,2,2,1.1237,1
11,1,2,2,0.65351,1
11,4,2,2,0.54937,1
11,4,2,2,0.52315,1
11,1,2,2,0.83916,1
11,2,2,1,0.59787,1
11,4,2,2,0.80272,1
11,3,2,1,0.53959,1
11,2,2,1,1.0175,1
11,3,2,1,0.64419,1
11,4,2,2,0.65316,1
11,1,2,2,0.87872,1
11,4,2,2,0.48853,1
11,1,2,2,0.47941,1
11,4,2,2,0.43531,1
11,3,2,1,0.51712,1
11,3,2,1,0.49601,1
11,1,2,2,0.586,1
11,3,2,1,0.63376,1
11,2,2,1,1.3786,1
11,4,2,2,0.58845,1
11,1,2,2,0.56327,1
11,1,2,2,0.56008,1
11,2,2,1,0.50506,1
11,4,2,2,0.57683,1
11,2,2,1,0.95885,1
11,4,2,2,0.63676,1
11,3,2,1,0.76154,1
11,2,2,1,0.79295,1
11,1,2,2,1.1051,1
11,4,2,2,0.75595,1
11,4,2,2,0.54575,1
11,1,2,2,0.73549,1
11,2,2,1,0.82046,1
11,4,2,2,0.70031,1
11,3,2,1,0.57313,1
11,1,2,2,0.65904,1
11,3,2,1,0.61298,1
11,2,2,1,0.72373,1
11,4,2,2,0.60259,1
11,1,2,2,0.68148,1
11,2,2,1,0.80031,1
11,2,2,1,0.78915,1
11,3,2,1,0.67998,1
11,4,2,2,0.64384,1
11,1,2,2,0.98365,1
11,1,2,2,0.51654,1
11,2,2,1,0.69235,1
11,2,2,1,0.79326,1
11,3,2,1,0.68909,1
11,2,2,1,0.5959,1
11,1,2,2,0.68679,1
11,2,2,1,0.6647,1
11,1,2,2,0.65855,1
11,2,2,1,0.55739,1
11,3,2,1,0.69718,1
11,4,2,2,0.47216,1
11,2,2,1,0.7719,1
11,1,2,2,0.70056,1
11,1,2,2,0.61736,1
11,2,2,1,0.58626,1
11,3,2,1,0.65718,1
11,1,2,2,0.94603,1
11,3,2,1,0.57588,1
11,2,2,1,0.7948,1
11,1,2,2,0.66755,1
11,1,2,2,0.5344,1
11,2,2,1,0.56035,1
11,3,2,1,0.85216,1
11,1,2,2,0.64105,1
11,1,2,2,0.61893,1
11,1,2,2,0.53868,1
11,2,2,1,0.51037,1
11,4,2,2,0.64935,1
11,3,2,1,0.7003,1
11,4,2,2,0.54307,1
11,1,2,2,0.71398,1
11,4,2,2,0.69075,1
11,2,2,1,0.64857,1
11,4,2,2,0.61439,1
11,3,2,1,0.47518,1
11,3,2,1,0.62895,1
11,1,2,1,0.52078,0
11,4,2,2,0.74961,1
11,2,2,1,0.69851,1
11,4,2,2,0.51915,1
11,1,2,2,1.9001,1
11,2,2,1,1.5547,1
11,3,2,1,0.63832,1
11,3,2,1,0.54417,1
11,4,2,2,0.53713,1
11,3,2,1,0.53391,1
11,3,2,1,0.4857,1
11,1,2,2,0.64062,1
11,4,2,2,0.68155,1
11,4,2,2,0.6954,1
11,4,2,2,0.63025,1
11,2,2,1,0.7711,1
11,2,2,1,0.52401,1
11,2,2,1,0.47078,1
11,1,2,2,0.8687,1
11,2,2,1,0.73849,1
11,4,2,2,0.71735,1
11,4,2,2,0.51817,1
11,4,2,2,0.78621,1
11,4,2,2,0.6079,1
11,4,2,2,0.50981,1
11,1,2,2,0.83663,1
11,4,2,2,0.51846,1
11,3,2,2,0.49337,0
11,3,2,1,0.71706,1
11,2,2,1,0.86598,1
11,3,2,1,0.65474,1
11,3,2,1,0.66073,1
11,1,2,2,0.75854,1
11,3,2,1,0.6343,1
11,3,2,1,0.82222,1
11,4,2,2,0.55309,1
11,2,2,1,0.70905,1
11,4,2,2,0.66482,1
11,2,2,1,0.58266,1
11,4,2,2,0.62261,1
11,3,2,1,0.64739,1
11,4,2,2,1.0203,1
11,1,2,2,1.442,1
11,3,2,1,0.54904,1
11,2,2,1,0.86885,1
11,4,2,2,0.63062,1
11,1,2,2,0.70154,1
11,4,2,2,0.61545,1
11,2,2,1,0.50331,1
11,3,2,1,0.59803,1
11,3,2,1,0.55096,1
11,2,2,1,0.67884,1
11,3,2,1,0.5027,1
11,2,2,1,0.55861,1
11,2,2,1,0.5394,1
11,2,2,1,0.47628,1
11,3,2,1,0.58312,1
11,2,2,1,0.49802,1
11,4,2,2,0.76787,1
11,4,2,2,0.60978,1
11,1,2,2,0.75055,1
11,1,2,2,0.49638,1
11,3,2,1,0.7883,1
11,2,2,1,0.82424,1
11,4,2,2,0.81008,1
11,2,2,1,0.57297,1
11,3,2,1,0.74476,1
11,3,2,1,0.5036,1
11,2,2,1,0.50153,1
11,1,2,2,0.71331,1
11,1,2,2,0.58315,1
11,3,2,1,0.65294,1
11,4,2,2,0.54783,1
11,4,2,2,0.57065,1
11,3,2,1,0.75853,1
11,1,2,2,0.6793,1
11,1,2,2,0.52824,1
11,2,2,1,0.60795,1
11,2,2,1,0.54052,1
